,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,Bengkulu,54,ID,1586612751,78,-3.8,102.27,26.87,2.05
373,Abapó,0,BO,1586613309,22,-18.83,-63.47,26.91,2.04
374,Elias Fausto,10,BR,1586613311,53,-23.04,-47.37,25.0,6.2
375,Sabzawār,77,IR,1586613312,41,36.21,57.68,18.6,9.57
376,Auce,88,LV,1586613313,48,56.46,22.9,9.1,5.13
377,Ojinaga,1,MX,1586613314,72,29.57,-104.42,15.0,2.6
378,Sheregesh,0,RU,1586613315,75,52.92,87.99,-0.46,1.01
379,Hurricane,3,US,1586613316,32,37.18,-113.29,7.78,0.28
380,Kaspi,27,GE,1586613317,50,41.93,44.43,12.0,15.9
381,Ahipara,57,NZ,1586613318,76,-35.17,173.17,16.89,4.03
382,Labuhan,80,ID,1586613319,82,-6.88,112.21,26.45,1.21
383,Iroquois Falls,75,CA,1586613321,92,48.77,-80.68,-5.0,1.0
384,Mizdah,28,LY,1586613322,29,31.45,12.98,21.1,4.91
385,Changli,0,CN,1586613323,42,39.7,119.15,10.2,2.86
386,Karasjok,75,NO,1586613324,59,69.47,25.51,1.0,7.7
387,Sudak,77,UA,1586613325,47,44.85,34.97,11.65,1.61
388,Santo Augusto,0,BR,1586613241,68,-27.85,-53.78,18.0,5.7
389,Gubkinskiy,100,RU,1586613327,96,64.43,76.5,2.53,9.64
390,Kānt,0,IN,1586613328,17,27.8,79.8,31.13,2.43
391,Natá,99,PA,1586613329,35,8.33,-80.52,27.22,2.24
392,Manicoré,92,BR,1586612756,62,-5.81,-61.3,31.75,0.86
393,Celestún,1,MX,1586613331,68,20.87,-90.4,26.66,5.72
394,Bandarbeyla,4,SO,1586612747,64,9.49,50.81,28.46,4.87
395,Shimoda,100,JP,1586613201,85,34.67,138.95,11.67,0.98
396,Erenhot,0,CN,1586612764,28,43.65,111.98,7.93,4.13
397,Deputatsky,96,RU,1586612759,92,69.3,139.9,-5.02,5.86
398,Soubre,80,CI,1586613337,69,5.79,-6.61,30.04,0.51
399,Walvis Bay,0,NA,1586612777,34,-22.96,14.51,35.0,6.2
400,Mahabad,87,IR,1586613339,43,36.76,45.72,9.2,5.4
401,Muravlenko,100,RU,1586613340,94,63.79,74.52,2.27,9.19
402,Ranong,20,TH,1586612774,79,9.97,98.63,30.0,1.0
403,Brookings,1,US,1586613275,52,44.31,-96.8,4.44,4.85
404,Mount Isa,31,AU,1586613343,25,-20.73,139.5,24.0,4.1
405,Stromness,75,GB,1586613344,76,58.97,-3.3,14.0,12.9
406,Moroni,73,KM,1586612773,76,-11.7,43.26,28.58,6.54
407,Gaspé,75,CA,1586613000,74,48.83,-64.48,2.78,6.7
408,Menongue,67,AO,1586613348,53,-14.66,17.69,23.22,2.32
409,Havøysund,100,NO,1586613349,80,71.0,24.66,-1.0,6.7
410,Dhidhdhoo,0,MV,1586613350,66,6.88,73.1,30.0,3.36
411,Sungai Penuh,100,ID,1586612758,73,-2.08,101.38,20.62,0.63
412,Anjār,1,IN,1586613352,23,23.13,70.02,34.25,5.03
413,Cabras,0,IT,1586613353,47,39.93,8.53,18.12,3.3
414,Batagay-Alyta,100,RU,1586612766,86,67.8,130.41,-6.74,4.74
415,Paso de los Toros,0,UY,1586613355,87,-32.82,-56.52,16.0,3.1
416,Bathsheba,40,BB,1586612759,55,13.22,-59.52,30.0,6.7
417,Pālampur,41,IN,1586613357,28,32.12,76.53,18.05,2.7
418,Fortuna Foothills,1,US,1586613358,87,32.66,-114.41,11.0,2.6
419,Merke,100,KZ,1586613360,44,42.87,73.18,13.18,2.93
420,Chara,98,RU,1586613361,59,56.91,118.26,1.38,0.84
421,Diego de Almagro,0,CL,1586613362,20,-26.37,-70.05,24.67,2.93
422,Bhatgaon,0,IN,1586613363,11,21.15,81.7,32.06,1.29
423,Lensk,100,RU,1586613364,83,60.73,114.93,1.27,2.98
424,Laas,5,IT,1586613365,36,46.62,10.7,25.0,2.6
425,Khovu-Aksy,2,RU,1586613366,57,51.13,93.6,-0.51,0.37
426,São Félix do Xingu,97,BR,1586613367,82,-6.64,-51.99,25.88,2.55
427,Orcopampa,0,PE,1586613368,9,-15.27,-72.34,12.86,2.0
428,La Ronge,75,CA,1586613369,72,55.1,-105.28,-9.0,5.1
429,Ust-Nera,1,RU,1586613371,86,64.57,143.2,-8.59,1.75
430,Assiut,0,EG,1586613372,28,27.18,31.18,29.0,7.2
431,Hofn,85,IS,1586612778,84,64.25,-15.21,6.02,6.37
432,Mēga,50,ET,1586613374,43,4.05,38.3,21.84,6.87
433,Villa San Giovanni,40,IT,1586613375,72,38.23,15.64,18.33,3.6
434,Campbell River,20,CA,1586613087,70,50.02,-125.24,8.0,5.7
435,Nerchinskiy Zavod,0,RU,1586613377,41,51.31,119.61,6.14,0.99
436,Hohhot,0,CN,1586613378,13,40.81,111.65,7.0,3.0
437,Amapá,84,BR,1586613380,89,1.0,-52.0,26.98,1.72
438,Inuvik,20,CA,1586613195,76,68.35,-133.72,-18.0,0.25
439,Sakaraha,30,MG,1586613382,42,-22.9,44.53,26.97,0.89
440,Tabuk,9,PH,1586613383,83,17.42,121.44,23.42,0.68
441,Camacha,40,PT,1586613384,68,33.08,-16.33,18.0,6.2
442,Buy,100,RU,1586613385,74,58.48,41.53,1.9,3.38
443,Belmonte,40,BR,1586613386,83,-15.86,-38.88,27.0,1.5
444,Punta Cardon,52,VE,1586613387,71,11.66,-70.22,28.72,9.8
445,Albeşti,9,RO,1586613388,26,47.7,27.07,16.67,4.6
446,Iisalmi,19,FI,1586613390,37,63.56,27.19,3.0,6.2
447,Berlevåg,97,NO,1586613391,89,70.86,29.09,-2.43,4.74
448,Sawākin,0,SD,1586613392,62,19.11,37.33,24.99,6.64
449,Mossamedes,7,AO,1586613393,60,-15.2,12.15,26.79,4.3
450,Wismar,100,DE,1586613394,38,53.9,11.47,16.67,2.1
451,Olafsvik,12,IS,1586613395,78,64.89,-23.71,3.71,11.13
452,Fivizzano,0,IT,1586613396,45,44.24,10.13,25.0,5.1
453,‘Ewa Beach,75,US,1586613248,69,21.32,-158.01,25.0,3.6
454,Rocha,0,UY,1586613398,51,-34.48,-54.33,22.13,1.7
455,Portland,75,US,1586613247,75,45.52,-122.68,9.0,0.68
456,Dudinka,75,RU,1586613400,92,69.41,86.18,-5.0,12.0
457,Mehamn,93,NO,1586613401,90,71.04,27.85,-2.99,3.03
458,Kupang,20,ID,1586613403,88,-10.17,123.58,23.0,2.6
459,Beira,58,MZ,1586613404,70,-19.84,34.84,25.21,2.31
460,Lagoa,0,PT,1586613180,69,39.05,-27.98,16.44,4.12
461,Flagstaff,90,US,1586613138,25,35.2,-111.65,8.33,2.36
462,Petropavlivka,91,UA,1586613407,45,48.46,36.44,10.26,6.51
463,Bagotville,0,AU,1586613408,88,-28.98,153.42,22.0,0.5
464,Gatton,62,AU,1586613409,45,-27.55,152.28,22.22,5.1
465,Kilindoni,100,TZ,1586613410,79,-7.91,39.67,28.47,9.73
466,Malé,75,MV,1586613411,70,4.17,73.51,31.0,23.1
467,Panzhihua,1,CN,1586613412,24,26.59,101.71,18.93,1.1
468,Hobyo,0,SO,1586613413,61,5.35,48.53,29.25,6.28
469,Omboué,100,GA,1586613414,85,-1.57,9.26,26.25,3.06
470,Rogaška Slatina,20,SI,1586613416,30,46.24,15.64,23.0,3.1
471,Llanes,100,ES,1586613417,97,43.42,-4.75,15.0,1.17
472,Ayr,20,GB,1586613418,71,55.46,-4.63,15.56,5.7
473,Meadow Lake,1,US,1586613419,26,34.8,-106.54,8.33,1.5
474,San Miguel de Cozumel,5,MX,1586613188,83,20.51,-86.95,28.33,1.5
475,Neiafu,40,TO,1586613421,94,-18.65,-173.98,20.0,4.7
476,Holland,1,US,1586613422,69,42.79,-86.11,7.22,2.1
477,Lima,90,PE,1586613184,83,-12.04,-77.03,22.0,2.1
478,Sheridan,40,US,1586613424,80,44.83,-106.92,3.89,4.1
479,Kashgar,67,CN,1586613425,11,39.45,75.98,21.0,1.0
480,Abu Samrah,51,SY,1586613426,47,35.3,37.18,17.24,7.59
481,Koumac,27,NC,1586613428,73,-20.57,164.28,23.5,2.71
482,Hirtshals,100,DK,1586613429,92,57.59,9.96,6.11,1.34
483,Laguna,20,US,1586613430,87,38.42,-121.42,11.11,2.6
484,Kabompo,94,ZM,1586613431,58,-13.59,24.2,24.09,2.39
485,Beli Potok,93,RS,1586613432,26,44.71,20.52,22.0,6.2
486,Exeter,82,GB,1586613416,63,50.72,-3.53,21.11,1.79
487,Ostrovnoy,97,RU,1586613434,94,68.05,39.51,-3.44,6.49
488,Nkowakowa,20,ZA,1586613435,49,-23.89,30.29,22.0,3.6
489,San Juan,70,AR,1586613240,34,-31.54,-68.54,22.89,2.39
490,Alugan,12,PH,1586613437,73,12.22,125.48,26.54,1.07
491,Ugoofaaru,9,MV,1586613386,68,5.67,73.0,29.88,3.01
492,Nkoteng,100,CM,1586613439,65,4.52,12.03,20.34,2.96
493,Caçu,2,BR,1586613441,50,-18.56,-51.13,27.49,0.1
494,Khani,75,GE,1586613442,76,41.96,42.96,12.0,1.0
495,Lübbenau,56,DE,1586613443,28,51.87,13.97,17.22,1.0
496,Makakilo City,90,US,1586613444,94,21.35,-158.09,25.0,2.1
497,Dawei,44,MM,1586613445,68,14.08,98.2,26.56,0.31
498,Sola,22,VU,1586613446,75,-13.88,167.55,26.87,5.82
499,Nikol'sk,100,RU,1586613447,82,53.72,46.07,4.26,1.39
500,Teberda,74,RU,1586613448,42,43.45,41.74,3.62,2.5
501,Jáchymov,74,CZ,1586613449,26,50.36,12.93,17.22,1.5
502,Wilmington,1,US,1586613428,43,34.23,-77.94,13.89,2.1
503,Petropavlovsk-Kamchatskiy,75,RU,1586613451,95,53.05,158.65,0.0,1.0
504,Saurimo,86,AO,1586613452,62,-9.66,20.39,24.1,2.46
505,Kolhāpur,50,IN,1586613454,46,16.7,74.22,27.2,3.5
506,Hasaki,75,JP,1586613455,66,35.73,140.83,10.0,2.1
507,Victor Harbor,20,AU,1586613456,66,-35.57,138.62,12.78,2.6
508,Sorsk,0,RU,1586613457,67,54.0,90.25,-0.52,1.0
509,Tamiahua,68,MX,1586613458,88,21.27,-97.45,26.78,3.24
510,Petatlán,40,MX,1586613459,83,17.52,-101.27,23.0,1.0
511,Plateros,75,MX,1586613460,15,23.22,-102.85,10.0,3.1
512,Ulaanbaatar,0,MN,1586613461,14,47.91,106.88,7.0,7.0
513,Half Moon Bay,90,US,1586613190,93,37.46,-122.43,12.22,2.1
514,Paamiut,88,GL,1586613177,88,61.99,-49.67,1.64,1.58
515,Hamilton,90,US,1586613325,75,39.18,-84.53,8.33,2.91
516,Andenes,100,NO,1586613465,80,69.31,16.12,0.0,8.2
517,Hirara,92,JP,1586613466,86,24.8,125.28,21.91,0.94
518,Whitehorse,5,CA,1586613468,60,60.72,-135.05,-13.0,0.67
519,São João da Barra,75,BR,1586613282,78,-21.64,-41.05,25.0,2.1
520,Mt. Pleasant,1,US,1586613470,58,32.79,-79.86,18.33,4.2
521,Poronaysk,5,RU,1586613471,93,49.22,143.12,-3.84,1.77
522,Xinmin,0,CN,1586613472,22,41.99,122.83,12.0,4.0
523,Maamba,32,ZM,1586613473,47,-17.37,27.15,25.27,2.66
524,Concarneau,0,FR,1586613474,53,47.88,-3.92,23.0,4.6
525,Davila,99,PH,1586613475,78,18.47,120.58,26.08,0.46
526,Ürümqi,33,CN,1586613476,33,43.8,87.6,14.0,2.0
527,Sambava,0,MG,1586613477,77,-14.27,50.17,26.06,4.65
528,Bilma,99,NE,1586613478,8,18.69,12.92,36.18,5.59
529,Huilong,75,CN,1586613480,84,31.81,121.66,10.0,5.74
530,Mahanoro,15,MG,1586613481,81,-19.9,48.8,24.96,2.75
531,Coruripe,5,BR,1586613482,57,-10.13,-36.18,31.1,4.36
532,Makkah al Mukarramah,33,SA,1586613458,20,21.43,39.83,26.76,8.25
533,Mabaruma,100,GY,1586613484,60,8.2,-59.78,28.68,3.2
534,Saint-Leu,20,RE,1586613485,69,-21.15,55.28,27.0,11.3
535,Torit,99,SS,1586613487,27,4.41,32.57,34.32,1.65
536,Sarai,100,RU,1586613488,61,53.75,41.02,5.59,6.82
537,Lompoc,90,US,1586613447,87,34.64,-120.46,12.22,2.1
538,Vraca,40,BA,1586613490,29,43.84,18.4,19.0,1.5
539,Moerai,100,PF,1586613491,85,-22.43,-151.33,27.41,2.56
540,Takoradze,100,GH,1586613401,76,4.88,-1.76,29.07,3.26
541,Brigantine,1,US,1586613493,39,39.41,-74.36,9.44,8.2
